country_1,country_2,t_statistic,p_value
Afghanistan,Kiribati,5.731585081210356,1.3299904832767214e-08
Afghanistan,"Korea, Dem. People's Rep.",7.42673456664432,2.4469807036093283e-13
Afghanistan,"Korea, Rep.",9.918784321943702,3.664187051008626e-22
Afghanistan,Kosovo,5.591224907843382,3.1991616724998485e-08
Afghanistan,Kuwait,10.056941586063765,1.0419342004455946e-22
Afghanistan,Kyrgyz Republic,6.907713478199539,8.846264291837122e-12
Afghanistan,Lao PDR,4.146432555374876,3.673476852946747e-05
Afghanistan,Latvia,8.166734361415791,9.781918906043922e-16
Afghanistan,Lebanon,9.514303281196195,1.408834925860882e-20
Afghanistan,Lesotho,-1.8300978576200353,0.06754268588644337
Afghanistan,Liberia,0.4370309454547643,0.6621864802429582
Afghanistan,Libya,8.106403065172724,1.572983064274174e-15
Afghanistan,Liechtenstein,3.010206951629339,0.002729592894812118
Afghanistan,Lithuania,8.11281706937982,1.477749671080486e-15
Afghanistan,Luxembourg,10.153004657400377,4.2586414728383776e-23
Afghanistan,"Macao SAR, China",3.0529842600790573,0.002374522588727632
Afghanistan,Madagascar,2.6958034999952356,0.007143960394936812
Afghanistan,Malawi,1.845866647787965,0.06521676310130697
Afghanistan,Malaysia,9.03268732847116,8.74289982239297e-19
Afghanistan,Maldives,9.454034544264047,2.3490240273994468e-20
Afghanistan,Mali,0.8516467472027703,0.39462082148463296
Afghanistan,Malta,10.280284619803094,1.3004616934043152e-23
Afghanistan,Marshall Islands,1.6724891334611596,0.09484664523407021
Afghanistan,Mauritania,3.4656605162694274,0.0005522006764415681
Afghanistan,Mauritius,8.278595461196979,4.041628468625408e-16
Afghanistan,Mexico,8.344821634689296,2.402062666805442e-16
Afghanistan,"Micronesia, Fed. Sts.",5.3337769373783965,1.1988436534156862e-07
Afghanistan,Moldova,7.258422069187117,7.97410340497211e-13
Afghanistan,Monaco,7.605957041171279,8.516135260013338e-14
Afghanistan,Mongolia,6.2486036736136885,6.164662278220415e-10
Afghanistan,Montenegro,9.18643109602454,2.38436233985784e-19
Afghanistan,Morocco,7.294864273821908,6.221578174079446e-13
